image_id,class_index,class,background,perspective,family,family_name,level,fragment,candidate_rank,dense_floor,candidate_sha256
2963,3,4,3,2,6,contrast,3,6:3,10,0,ba1bea900bcef179b185f694ebadf55914a974d075e2d03c2b811ab9d94f3399
2873,3,4,1,3,6,contrast,3,6:3,11,0,c54a65b01b8e1751bba6ec0208fe0ebfbcb04ad5a5875ed2200cf41f0a1fecc3
2943,3,4,2,5,6,contrast,3,6:3,12,0,d064e2700ff01c94a7bd9323f6b926da351ce1280283b42b4e95cba0155f8ccc
2973,3,4,3,3,6,contrast,3,6:3,13,0,d7122e302a8e660a47444903659c80a74751b50ba5cc7d8adc16ac19ee8390fa
2883,3,4,1,4,6,contrast,3,6:3,14,0,f511d49257ba15f25ecc129ae96ee61e5b11bc1f6ecbba8c7e59ff9e632e6ee3
2933,3,4,2,4,6,contrast,3,6:3,15,0,f5f04fc07b27ba3c86e8eb67a74c272ebfe932efea93b8cad8c5e46f9752c396
2954,4,5,3,1,6,contrast,3,6:4,1,1,070a501fc3caf7419beb40adb6fd7b2a1a89de6de8360cae60a92480d2016bb2
2924,4,5,2,3,6,contrast,3,6:4,2,1,0f7323297a9a6812a285f6d62868a43db18bfe5faafd478db5b4063f5b4fe692
2864,4,5,1,2,6,contrast,3,6:4,3,1,365d7ab99512325d9a3b54055a25a43754b6b5481472a7e2fd8938ec6e1bf621
2964,4,5,3,2,6,contrast,3,6:4,4,0,3ff7fdbd275f6908b98fc7297646cec4f7d85d3898792f91aae382abb21f699c
2884,4,5,1,4,6,contrast,3,6:4,5,0,65a8897bdaed689b4fa0136b621e7ec96914c63a72e8fee87b7ef77ed9c8841e
2854,4,5,1,1,6,contrast,3,6:4,6,0,767d071852be9fd98fc03857932fe9c0e483bfe782288165d3df94614382978f
2894,4,5,1,5,6,contrast,3,6:4,7,0,7ff984c7fbdecc3f4461729192bd89912b1f7ef46cfb26a40317afd62f3547bf
2904,4,5,2,1,6,contrast,3,6:4,8,0,89275433627f5bc7a99df0edd7b8723c62aa61f26e706bfd37a106ad598a1ebd
2984,4,5,3,4,6,contrast,3,6:4,9,0,8bc066ddb61437ed15f6b832e87bd15eeabb9becac95723e048ec1e47fa5c37b
2874,4,5,1,3,6,contrast,3,6:4,10,0,a0cba7c51f6d5b488f8cf0385a58948cf37c7e78013b00424fe53bcef59690be
2944,4,5,2,5,6,contrast,3,6:4,11,0,a628e7412c6f1a7bfc01713ecdc8d1f85147d1545e0d64ebd98378e7c8836119
2934,4,5,2,4,6,contrast,3,6:4,12,0,b6e6b5afc170227c9c940bfa6f01fbb7e12d9e23f211cb654666671297c5d395
2994,4,5,3,5,6,contrast,3,6:4,13,0,d938a5a01bccfdd2479967d684dd77e78c9eabba9120ea1e48c5fb5c45527c45
2974,4,5,3,3,6,contrast,3,6:4,14,0,dda427275b38aedeb0b6448efed92fda8b140ddbb76f6b81be6b7ae59eff1285
2914,4,5,2,2,6,contrast,3,6:4,15,0,f625382132f5e037a1956ffb3edbb7353b604dca8c9529aca8275f90c1cc2f0c
2915,5,6,2,2,6,contrast,3,6:5,1,1,1bd64961735317f8595356ebe3db1a6516766447d9c0e37fcee84dd4f3256740
2965,5,6,3,2,6,contrast,3,6:5,2,1,1f1b9ea4c15860e3d43b863c3eb4f3262336d3053aa3d90ca3cef6ded21ad345
2875,5,6,1,3,6,contrast,3,6:5,3,1,3329da87c7020a893469def8752544a599268a8ab6838a95f2de4223a98d3065
2985,5,6,3,4,6,contrast,3,6:5,4,0,62312e0184bc494bee30dea1ed1f51c2b05320393112b0fc0f32746623f4cabc
2935,5,6,2,4,6,contrast,3,6:5,5,0,6c32af937ef773eef11354045f5cad3a02cd446f46f9bf6cc62642dce9353ef8
2895,5,6,1,5,6,contrast,3,6:5,6,0,776f5ea4de0f7273350c7c48b3c3c777efc0ea165c54098f0777766f78438136
2955,5,6,3,1,6,contrast,3,6:5,7,0,80b10cd418eeb7e1b3caf97e853df980602aa033fd1182374b3f37dd35c73d05
2945,5,6,2,5,6,contrast,3,6:5,8,0,b24791eb454499d22e9a1e026600c69caf03e00e3b6fc7ae8b6106adf4393ee0
2865,5,6,1,2,6,contrast,3,6:5,9,0,bd215be35d2ff6830df60182b7a30a8c27c5489752d14be9223fe9302c0379df
2995,5,6,3,5,6,contrast,3,6:5,10,0,d84044262c960658478ee6c55c5cc9add342fe5de784cdf99a79c7c0e4b0c5f5
2975,5,6,3,3,6,contrast,3,6:5,11,0,d853e201adca094455fcfdada67dacb1494a29c3c078db4d71aa0dcc68bf0f6f
2905,5,6,2,1,6,contrast,3,6:5,12,0,eaf9bfc5dbc55f15b98437a6a8acd71fda568d27075515ee94ccba03c6a71f19
2925,5,6,2,3,6,contrast,3,6:5,13,0,f1ad93efd8002c8cdc8bd39654259a765fb8200563d012a83a5e0192b64bb4e8
2885,5,6,1,4,6,contrast,3,6:5,14,0,fb1a5818d248728712b1862cee148b6194788c8bc28ce8b25cfd26a22b5b988a
2855,5,6,1,1,6,contrast,3,6:5,15,0,fb4fd175502cb8de751878cde3014c05621796c1e5c33f396412752e42457dab
2966,6,7,3,2,6,contrast,3,6:6,1,1,35752b8da0e993a3db5f6d68928af90f549dd30c761cc253d16486547270efc0
2896,6,7,1,5,6,contrast,3,6:6,2,1,39386fcafd87d6a02b1700bf1d908aa94fd8bf3dc2e5024b8ee625083dcdb2de
2986,6,7,3,4,6,contrast,3,6:6,3,1,407bc67c22d4d7d5f35cad6da08fdf6d3dd4a0d212da180ea8046ad812c15e1b
2926,6,7,2,3,6,contrast,3,6:6,4,0,415b9284e188cab14c9ceb76ce2a19a18fbe00d41dbae8a3564e7c664333b949
2936,6,7,2,4,6,contrast,3,6:6,5,0,4391017bac452fb9fd94264d85b25868edd863abf17f4abdfa6e46fdfeb5319c
2856,6,7,1,1,6,contrast,3,6:6,6,0,5a8f5bfbc27f46bb613adf5864ac752512745efffc58733e2a52db4667ca7a17
2876,6,7,1,3,6,contrast,3,6:6,7,0,679b978313c8357fddb1e0abd277c98b1825aac3bae89a35e8d0e37d47eb0323
2906,6,7,2,1,6,contrast,3,6:6,8,0,6ed7c315de2926439f1db657a6745f43a3f13da4670055511f33846bab887515
2886,6,7,1,4,6,contrast,3,6:6,9,0,76c8afe2e8d7635330a370d89a2cf2c4d07a04b6f8b89d8414454469ff1879bc
2946,6,7,2,5,6,contrast,3,6:6,10,0,93662ad3362b365028f93f73969b5fa84e30c038ec403b65e3ab7463b7ff16df
2956,6,7,3,1,6,contrast,3,6:6,11,0,9448989be5e023c2a2b16bdca5ce811ffc5bab691b04bf9970d81b2f7453ef93
2976,6,7,3,3,6,contrast,3,6:6,12,0,a64c067dcc3169232b2d6c8ee91ce8c9667864c4576f354a55d11c8f283e46f2
2996,6,7,3,5,6,contrast,3,6:6,13,0,c590a520e4bca890b7609a7b9861414633843371b25f483709fceabcad81f655
2866,6,7,1,2,6,contrast,3,6:6,14,0,d93e79158347a66614c5b277a510705c29f3234aa24b9006980bcd501109c3c1
2916,6,7,2,2,6,contrast,3,6:6,15,0,ff36027594c463d6943e7b42a8f135dea6fc211b4115be2dc6e574c33786c4fc
2867,7,8,1,2,6,contrast,3,6:7,1,1,070108d5737ea17e01717a4efe743fd6ef4cbcc11162465510d254a1af29a7a0
2857,7,8,1,1,6,contrast,3,6:7,2,1,1eab66c4ccda7752c6b5a701b0f1bca2f68270c41f5b66d59d8aba9c8d24f70a
2907,7,8,2,1,6,contrast,3,6:7,3,1,29828d370070344c14b4b755299ff9f1a8e9086c3162ca783da421be2cdb2a2f
2897,7,8,1,5,6,contrast,3,6:7,4,0,2f660804f2b27b5ecfa99d2d6df45fef0c5d36890ed84dfdaa8c72c7d107458d
2977,7,8,3,3,6,contrast,3,6:7,5,0,39e086d2c4c0686d726ecda997e4cf4e80d88ca13566e751f061c51294093a13
2927,7,8,2,3,6,contrast,3,6:7,6,0,3ad5afff7309d67a3fead31e0fe7107ac973ef26fa2b4428ebaac650be96f0ba
2957,7,8,3,1,6,contrast,3,6:7,7,0,54371b91df8ab3cdff4c01271bc6895fe3e2798fb2a2409252a97a5e0cf872ff
2947,7,8,2,5,6,contrast,3,6:7,8,0,618da4ade0c02b8eb92360c9383175d0f4741914854df325e9339e89a95727af
2887,7,8,1,4,6,contrast,3,6:7,9,0,8c23f8050df156f465262f29735c59bf082242859de9b569365ebb43b0e1bca0
2967,7,8,3,2,6,contrast,3,6:7,10,0,a4a6ee094a7ff729015b9e2eab19607c060e3dc8dc4cfc20fc2dcdf5c7d96eed
2987,7,8,3,4,6,contrast,3,6:7,11,0,adc2bb807becee2d19d04ded5415d409da8f6642a46923e6d4d4625cc86911d6
2877,7,8,1,3,6,contrast,3,6:7,12,0,b131bc42f4585a1e12252a6af1a3bcc17eebbe6c5b3e3a44178525095d5166be
2997,7,8,3,5,6,contrast,3,6:7,13,0,cb1aa7ec8b5b7211eb20257f4d1b61e945d74ad320d063c43882d1775afc47e7
2917,7,8,2,2,6,contrast,3,6:7,14,0,e4dff71a0ce4e3c8a46cb06a36967439c3b40e1da87a1946b57de2ff28038eb9
2937,7,8,2,4,6,contrast,3,6:7,15,0,e8f8f7066404f0b22c6cf24babf7130172dee93dfbb005af0d971ee9692c58de
2918,8,9,2,2,6,contrast,3,6:8,1,1,05d9ad161f395514143bd470f4122822820a962e5ecdc9b50c41701568300f06
2898,8,9,1,5,6,contrast,3,6:8,2,1,1c0a5846a894ead2a0c8d656dd383fca908f0f6612fe9b477420465148327ff7
2888,8,9,1,4,6,contrast,3,6:8,3,1,31623214cce509d6decb7bc7b2cdd4fc1e5a4b2157a8747fa21b0bb60c866142
2868,8,9,1,2,6,contrast,3,6:8,4,0,563e1d2f94bcc9fcb2a7b3b7cb0f948419f0aeb10c831b91022fbda8b842b500
2878,8,9,1,3,6,contrast,3,6:8,5,0,68958e1fc09b8819a62e114dc5decf6710860d3dc71f7c4032af088d45d2756a
2858,8,9,1,1,6,contrast,3,6:8,6,0,6e56473647f4202ba93e2cd4ef644d07739e086f4c759f351449076844dfbe39
2948,8,9,2,5,6,contrast,3,6:8,7,0,70c9a6d56afa8776da36484c6eb391dbd723f88b6f2a16687181749513b398c0
2908,8,9,2,1,6,contrast,3,6:8,8,0,8da60f85f007821e9c7647aa5ce93853fae237a1366229c7eda89df206d74301
2968,8,9,3,2,6,contrast,3,6:8,9,0,a5544c29ace323ed82cd8770890d205a682ac5eacca912a55e943f834326fdca
2988,8,9,3,4,6,contrast,3,6:8,10,0,b6d98bff5f1abf82e783a37f0962b3f18cd525ae591b26bbee15cd4b05cf5946
2978,8,9,3,3,6,contrast,3,6:8,11,0,c9ad5073fe18f647af7c59690caa77fb13d82470616a662cbfa3f35e9c7c10c9
2958,8,9,3,1,6,contrast,3,6:8,12,0,e51239e9ff1887d94fa2ab3be464ed4a28bb056918385711d8b3fe54d3a6d47b
2998,8,9,3,5,6,contrast,3,6:8,13,0,f44bd966cf992e01ecad07b5dcf6bb8bd6f5ceb06febdb93e6fc7e1fe7e402d6
2938,8,9,2,4,6,contrast,3,6:8,14,0,f6ac852d94b01bfcaffd128b33fc4836d20c66db183a77bbabeb3da6c8319caf
2928,8,9,2,3,6,contrast,3,6:8,15,0,ff60284dcc61bc45eec77e0bdf0f3f07944403d4617dc68a608e2eab4ea244b1
2869,9,10,1,2,6,contrast,3,6:9,1,1,0811cc94168bea4768913e44073dcc4ca812b75fd91f3b34f5347a1ade1937cd
2999,9,10,3,5,6,contrast,3,6:9,2,1,3224bb36874fb425ed884a1f3e9c63e95a9a2b5a41cb2c19c4f9f2c2ff2cad23
2899,9,10,1,5,6,contrast,3,6:9,3,1,3c2e9cca58a425de146b6d261ea72663452f7d97b7cd07a4389edbd6abc2ae2e
2929,9,10,2,3,6,contrast,3,6:9,4,0,4d65cb5947ef35e6efc5f0f30a8a0ee45d097a35820ef77e57c02059b9e2f954
2949,9,10,2,5,6,contrast,3,6:9,5,0,4eb8d9868117a89aac00be51c8513a2e405063f16bfeafae146272cb9f8af804
2979,9,10,3,3,6,contrast,3,6:9,6,0,5c0c8e5550d13571b6cc334a9d8144dc4212209a26cdca77d5ef1eb232fb9373
2909,9,10,2,1,6,contrast,3,6:9,7,0,6ddee24b6b0171ff96443b46a43999f3d3910c2797bd27e20ecbefb09788c1d8
2919,9,10,2,2,6,contrast,3,6:9,8,0,96bb2536f89d6b05940dd9fa24ccb803474f3a73a83f3bcb1b4332a15c19dd06
2969,9,10,3,2,6,contrast,3,6:9,9,0,a454e95fc5f83cc90e0a96803537b1f32993f65d87d3facb114cab90305ca37a
2879,9,10,1,3,6,contrast,3,6:9,10,0,a6f4b2e646023d1e77437363dcb0f64570716e974b8b6ecdc04646365c7a938d
2889,9,10,1,4,6,contrast,3,6:9,11,0,b5537ef5274d9cbbf6a0e25f236a3b7d58e4eaf21dcbe5969db51e7b3eecb116
2859,9,10,1,1,6,contrast,3,6:9,12,0,d298e665e091b96d35432c219c8178126a856c5912d235d508d3ca46df129560
2959,9,10,3,1,6,contrast,3,6:9,13,0,e70f8a35702e05e4965dd11000e2cf5450ceef66ddd7aec534961a1060d54f0c
2939,9,10,2,4,6,contrast,3,6:9,14,0,e987be8b65ab170c98bb0d3ba2d7bcbbf2b5b75151d2e7d9c52a52c9aae96150
2989,9,10,3,4,6,contrast,3,6:9,15,0,f337f1a7ea865b0e89cedbbff319eda0ba80237e731010be294ee3ce6ac00365
5460,0,1,2,2,11,grayscale_resize,3,11:0,1,1,024462d38e851d33206256d7da128ff5bb61b94c5394cbc72a7105101b24646b
5430,0,1,1,4,11,grayscale_resize,3,11:0,2,1,107cb7ac6a892da47a9f14af676019e6430e34fe6c4c69425d1968b803a41875
5490,0,1,2,5,11,grayscale_resize,3,11:0,3,1,260a0894a79b850771eb4269767c331f0f7738ea15bd3902a96371b67f67d1db
5450,0,1,2,1,11,grayscale_resize,3,11:0,4,0,2b8b96af534dff81136c99cd65af8851aadb072c2ca82ef932fef015740a00d5
5420,0,1,1,3,11,grayscale_resize,3,11:0,5,0,2de6b20daaf386c06b608ddaeb43fee8f8d6a464f35a1e7b482dcde7757d826c
5440,0,1,1,5,11,grayscale_resize,3,11:0,6,0,4b89df8b1ba7ee3bedf389b964fc6b187b0ff9a86a24a15642b2739c196d9c3d
5410,0,1,1,2,11,grayscale_resize,3,11:0,7,0,52310f6c540cb9b801dcbbc9b075aeeaba6d115456d06d1e9fac4bcaf93ea9b0
5500,0,1,3,1,11,grayscale_resize,3,11:0,8,0,54d6fca6b3ca3c76a25618f4259e5679c39df6a8ab4ae4fda6411ed8a3480651
5530,0,1,3,4,11,grayscale_resize,3,11:0,9,0,5b866449ef464bf23d2244a92266ab06c756bc3bfcc9bb909641f5e93e2ac591
5480,0,1,2,4,11,grayscale_resize,3,11:0,10,0,6c4ffa99646d8e65efe4aea0a84c35bb41fe6bd77c8e213e25458801a457a414
5400,0,1,1,1,11,grayscale_resize,3,11:0,11,0,9605531dd77b1a9c795d699150f0daece7ccc06bb9bc0635fd6ceb7c0b1fdf4e
5540,0,1,3,5,11,grayscale_resize,3,11:0,12,0,a4b51f7044e0eba1d899231e4ff9524017f0b968afc9d3d1987d2de4ab4b8fb3
5470,0,1,2,3,11,grayscale_resize,3,11:0,13,0,be295305f9c70a915368a7c97e7e56163f828a91fd34b2c1ba6b7f9d1b39a3e4
5510,0,1,3,2,11,grayscale_resize,3,11:0,14,0,e7cdd0653f4e158eee7fef32e34061f4ba54aedb4a6f70ee738e69359694d75a
5520,0,1,3,3,11,grayscale_resize,3,11:0,15,0,fc81d036d9324408a6e6227ff10a8298a518933bd13e577bb9a511141b10bd23
5481,1,2,2,4,11,grayscale_resize,3,11:1,1,1,0b083ab4035669e7e9245c55d8b4ef3e249fde647df7b7d3d9e76635057ecd87
5431,1,2,1,4,11,grayscale_resize,3,11:1,2,1,10343bbaad91577bb5f9cf8370e3ba7059688aef0b98aef90f65731e2344ff3c
5531,1,2,3,4,11,grayscale_resize,3,11:1,3,1,12de460be02ed636f411aa86fbd68bc6c191ad8042b920039c7f4f94f3edcd2d
5461,1,2,2,2,11,grayscale_resize,3,11:1,4,0,169d789985b0adb3fdb5b7cbc4b5a7203831881d028ded019b894c14cb53739a
5401,1,2,1,1,11,grayscale_resize,3,11:1,5,0,2e37dda81adbc5fa473146c9fc6c664fed0bcb7a3c4c85ce7b4674461a828412
5441,1,2,1,5,11,grayscale_resize,3,11:1,6,0,5803160b85a69b6927b0a0124598b48e75fb70084b808d81c22caa5729d59b4a
5411,1,2,1,2,11,grayscale_resize,3,11:1,7,0,8fda3dc794a48d53c8ad4209f7aa62520d4bef461bd9c378bc586ea4c13cad57
5451,1,2,2,1,11,grayscale_resize,3,11:1,8,0,96752ac835366058775a379712ee5d4f3ff120038e16f82643a94101c673268e
5521,1,2,3,3,11,grayscale_resize,3,11:1,9,0,aaffdf336f2a69f619ea2873c6214f84f6eea07110b37221aaf3a43dfe468f32
5511,1,2,3,2,11,grayscale_resize,3,11:1,10,0,ad6492cbe8fde969a40f05ae50c4c27517eed6aea3798f3d972e8fc21a549042
5501,1,2,3,1,11,grayscale_resize,3,11:1,11,0,b4677246e8e7026d558f0e0ad0ce4e3a0f6d179c50fd002ef620793e9836ddc2
5471,1,2,2,3,11,grayscale_resize,3,11:1,12,0,da688f1d75ebd41edbe7ecd73187ba63660d8d60b4d6aae244a428bbdbf6a65e
5421,1,2,1,3,11,grayscale_resize,3,11:1,13,0,e2ab251dc6bd3612f56592c520dba7f8b50d8e1d77a9c936f825d26d737f9ce4
5541,1,2,3,5,11,grayscale_resize,3,11:1,14,0,e2efd4e3da3f0fe0787510c91b86fe35220b48c84aec7ca6615b5048bae74b22
5491,1,2,2,5,11,grayscale_resize,3,11:1,15,0,f9a3250e42b31aec2b72b2fa9114a2b7f4a3dc6c7091d2929682f0614a3297f7
5422,2,3,1,3,11,grayscale_resize,3,11:2,1,1,03da566f2cd626926ed3bd125c0e148da149ab96997ede60478ae1e22896c94a
5432,2,3,1,4,11,grayscale_resize,3,11:2,2,1,0ab8fefb1bf7c804f00a13d5c3f72e3ef9760063dece1c90dcd82080b9c2c302
5482,2,3,2,4,11,grayscale_resize,3,11:2,3,1,1979135c375b132d41e27cea41c86a65ad8b1b14b397e9cd5a57e5e9776e8e2c
5442,2,3,1,5,11,grayscale_resize,3,11:2,4,0,19e1868fb6b92594170a8dffa10dd2194248b56661a73c1202e5eb72da2f811b
5462,2,3,2,2,11,grayscale_resize,3,11:2,5,0,2c63f8388cb66969fd4d370b331859f36122faf482594c50e5d0ddfa2dc34ffe
5412,2,3,1,2,11,grayscale_resize,3,11:2,6,0,323acd5359822e6c5a1ad2015de7feda7b307dc5969ce25c451f29cfa3517fe3
5532,2,3,3,4,11,grayscale_resize,3,11:2,7,0,5ccf36687c3be708f51a022bc56f41784d6ee7d1a77ec83152398c71abca5570
5402,2,3,1,1,11,grayscale_resize,3,11:2,8,0,7d9c9e77209546f461f99593a1473d8ed32928e62268cb3f7b93885e12cfecc6
5452,2,3,2,1,11,grayscale_resize,3,11:2,9,0,a22c65cca0d1eb8b789fd18f1f615174f4a26d5e36c9578bec3e2e5b237b0cb2
5472,2,3,2,3,11,grayscale_resize,3,11:2,10,0,aad93835d3d2e6408b3169bc3162eb00a43aa5858d1ca56ca5d45a0dc5426647
5512,2,3,3,2,11,grayscale_resize,3,11:2,11,0,ae60d583842f6d9d972d65de7b8efc851d87b5daab689c71b549d4ac75f39e9e
5542,2,3,3,5,11,grayscale_resize,3,11:2,12,0,bda8b6a7000deac3dfb660f0ff9601d203dce3559bb5ead6c085d6bb24e8b0c3
5522,2,3,3,3,11,grayscale_resize,3,11:2,13,0,df02ff22faaae0c47227c05afe7741e1552afe805565c1c1b7bb305f3bbe8969
5502,2,3,3,1,11,grayscale_resize,3,11:2,14,0,f5ac2bbcd600b43bd213f1c64cfcd635d1f955eae882edf3334050e8bed779af
5492,2,3,2,5,11,grayscale_resize,3,11:2,15,0,fc08d11ab893eb3c735bd494a1b91826be7af3ddf26740ff57d406a52f6a8bc2
5473,3,4,2,3,11,grayscale_resize,3,11:3,1,1,2299ab372e37187ca6b5bf8096afc512189607c15f161e8d10188b7456a7eebc
5433,3,4,1,4,11,grayscale_resize,3,11:3,2,1,24b93ebf0512124d855be8e84b7fc3f5428048544fad9936c76404ff0062ed55
5503,3,4,3,1,11,grayscale_resize,3,11:3,3,1,251e417832b993284add4ce6f47bd118ea390b2f36b50f18ef465f79377869b8
5513,3,4,3,2,11,grayscale_resize,3,11:3,4,0,358ad366d4565517b563a50428879095eb77d1c68395a5babb862f1fa7347ec3
5413,3,4,1,2,11,grayscale_resize,3,11:3,5,0,47aad601127c2906b7305500417e9e76a2ba601f86f28332f0db8bf05de7a131
5423,3,4,1,3,11,grayscale_resize,3,11:3,6,0,6659f17b7c801b1b1a676a3904db1d8cb1e82ea1ed8b690fa169a721d6a191a2
5533,3,4,3,4,11,grayscale_resize,3,11:3,7,0,6d46b7b3ab82735514785712dc124856e0c05211df53d5eea1bdbb7e01108741
5493,3,4,2,5,11,grayscale_resize,3,11:3,8,0,86c50aa0ebb77163ee707d6a51ecf74c7fcb99eabd20371167fd4d86bebcfed7
5483,3,4,2,4,11,grayscale_resize,3,11:3,9,0,9d21b8dae001ccda416d5a473aba42d4ac2833cc2a93efccc1b11483c072c339
5443,3,4,1,5,11,grayscale_resize,3,11:3,10,0,a9655f4ea9421d0f6c1a64113c36e36fd52f5a4ca79f77a789a0119fd7127e24
5523,3,4,3,3,11,grayscale_resize,3,11:3,11,0,c08cb3635fc7e225f58fd17d8fc280d4953b7ad30e1bbc0829fbb628f19ff756
5543,3,4,3,5,11,grayscale_resize,3,11:3,12,0,dd992ea33520d9adc0df6d8466ca3714ed97b1ed3c0eb9ee32c1b6293377f061
5463,3,4,2,2,11,grayscale_resize,3,11:3,13,0,e2056a5e214bcf44285976f259cab26e91b4c181dc2b498cbb39ba147f0e4140
5453,3,4,2,1,11,grayscale_resize,3,11:3,14,0,e3e9ce82e5ebbe520dc7243788bbcdb4a33f3df8cccf96c750f06d52a8dea400
5403,3,4,1,1,11,grayscale_resize,3,11:3,15,0,eadb9a6e92ef2161bffb4fb2f32d4ef3e9760bb842ae7c40232e1beb99a10f63
5514,4,5,3,2,11,grayscale_resize,3,11:4,1,1,21acc6b0234a0c6c8b0426ab81b0547aeacae22ba08e8dc2cafacd12583198a6
5434,4,5,1,4,11,grayscale_resize,3,11:4,2,1,2886a4c6ad1f4c4f500cf3b4aaa3b5e2264bc1bf8f4f7966146adc85dd666d13
5404,4,5,1,1,11,grayscale_resize,3,11:4,3,1,2cc833d50d4d3235a3f93121fc42538b4bb8687df641af18a5aa12674af1f1e8
5524,4,5,3,3,11,grayscale_resize,3,11:4,4,0,2fb91539c96621b92ea352234a5f5880e48b673c42f8a684dc62c8b14440f33e
5494,4,5,2,5,11,grayscale_resize,3,11:4,5,0,3260143410f41830f771cc579b99f3ebdd555b187ddc36cbb5fc264303a1772e
5534,4,5,3,4,11,grayscale_resize,3,11:4,6,0,330d7e0022030c5c3a61efa000d34a47367177b079a4d6df7cd80ab34f98a834
5544,4,5,3,5,11,grayscale_resize,3,11:4,7,0,45da6e0e142844b4eba820da6a6928ba08d02b31db71a0c457ee512aad386a70
5474,4,5,2,3,11,grayscale_resize,3,11:4,8,0,45f86830db16de1045d4cc57e614cdce590059d8d00c63b94adc1086d87088f1
5444,4,5,1,5,11,grayscale_resize,3,11:4,9,0,4ede0896988612058f45dd948494a3ec70f8b89ebd0e0dbf7459fca8e919bf19
5504,4,5,3,1,11,grayscale_resize,3,11:4,10,0,55da9d82640fd84190ae5c517342666c4f6b929ea2328c7e0005429b3222296f
5484,4,5,2,4,11,grayscale_resize,3,11:4,11,0,7574ef058349bf2817a562363673f1671962f4c758d3acf6961559b7a30dc02f
5454,4,5,2,1,11,grayscale_resize,3,11:4,12,0,8e8c081c6db8b1dafd691daa97ec699c56607fe4a5b2a44e2ad78a08a0f6ca75
5424,4,5,1,3,11,grayscale_resize,3,11:4,13,0,a9323f1721f9cece5630d33a9889c765bf403305fea71bc98b7d5cccc473463e
5414,4,5,1,2,11,grayscale_resize,3,11:4,14,0,da8dfce100e8c80f940738e9bacfea45bc70afdaeafcbcd29be01a29759cf6c2
5464,4,5,2,2,11,grayscale_resize,3,11:4,15,0,e5bd0d3af450fe898aeecf948fc6aee9648dc44a3ae26d003ae805e2d8502786
5415,5,6,1,2,11,grayscale_resize,3,11:5,1,1,3afe5ebc26c5e22a27a173aaaeb08b5729bee0812b7de515797920590cd7b601
5495,5,6,2,5,11,grayscale_resize,3,11:5,2,1,3fdacc6a38ef6f9c4aef09d829b478f24fb3c5f39d80f7184e6c846e086d9080
5525,5,6,3,3,11,grayscale_resize,3,11:5,3,1,45bfcb2e93fc4c85b2d0f315a7dbe37531a94470f2a4fba75ec66934f9ab8595
5425,5,6,1,3,11,grayscale_resize,3,11:5,4,0,6d5444c709162e7b4b8aebd14145c301ec4351c3baeccce55193697e053913bf
5405,5,6,1,1,11,grayscale_resize,3,11:5,5,0,82ea4a1803758a660956358d9d73b4a1d5a046c893ffdaa6ae61c5555a1d53ee
5435,5,6,1,4,11,grayscale_resize,3,11:5,6,0,86b6e1f792521e173e9a0aaba36748053ef38ace7ea488481fcdf7771e4db301
5465,5,6,2,2,11,grayscale_resize,3,11:5,7,0,879977205d2b1208904743022556f01d56a3f2c1623098b5658e3fb76104fade
5505,5,6,3,1,11,grayscale_resize,3,11:5,8,0,90a2daa0092f35391a2a25a80955be82eb9fbd9f50b12cad8cc897d0c594f3e3
5445,5,6,1,5,11,grayscale_resize,3,11:5,9,0,b84bb1974596c7c68f309a11a8de74da90d5db21ee79ead561e6ff7c6241b6c1
5485,5,6,2,4,11,grayscale_resize,3,11:5,10,0,c83e8973d153469512c6c366f45e9f83e9318a8125ff702d23daa5c8bf0341d3
5545,5,6,3,5,11,grayscale_resize,3,11:5,11,0,ca5760feaa9a2c3bad80542a5dd12d1a08a5291667c83f5fe648c2046959b4d0
5515,5,6,3,2,11,grayscale_resize,3,11:5,12,0,d0013e2153c012cd3503a210935dc08850fc522e9c7abf67bb5786714fd7d595
5475,5,6,2,3,11,grayscale_resize,3,11:5,13,0,df0aaddd30f4df26152afd4c6ab31ca47c2bbb82277d53388a3c522b65414ca4
5455,5,6,2,1,11,grayscale_resize,3,11:5,14,0,ed3d8747eaac17fc7922e61d60398a09c413e14c84b492545c5beb629050ad10
5535,5,6,3,4,11,grayscale_resize,3,11:5,15,0,fdbf923daf8f49a41918fc9ec9a6b74b47e8d9290decb5b81a2b52ce1d11ce56
5426,6,7,1,3,11,grayscale_resize,3,11:6,1,1,0cfccebe48d002bb92efb94898bababe6e9121bd329c0da8123216cfd585bf30
5546,6,7,3,5,11,grayscale_resize,3,11:6,2,1,2f109dd1027783d16670a4169dc77318c438699f69f67f91274d7409939e56ac
5436,6,7,1,4,11,grayscale_resize,3,11:6,3,1,45d733514cd653f10d58429fde1d5e64e76e53110c7ec43193557429ec357d5e
5486,6,7,2,4,11,grayscale_resize,3,11:6,4,0,698567aa5adb180f4b58a7beaebb2f96503df08f33d7ec8fe2eda420e333a093
5406,6,7,1,1,11,grayscale_resize,3,11:6,5,0,7ef62f95daae1fc4c32bbac1afb050636a5415d7e028eba4652b38fa05469edb
5506,6,7,3,1,11,grayscale_resize,3,11:6,6,0,871c3e29f1a2216b5bcfb4b36b468a85b7ceaba61b07920ca41723dd76b5d7fe
5536,6,7,3,4,11,grayscale_resize,3,11:6,7,0,92c2dcf94d2077265a92918430e2ac01ae9df0c124cc78659be4a2a049a5d9e5
