imageID,class,background,perspective,challengeType,challengeLevel
1150,1,3,1,3,3
1151,2,3,1,3,3
1152,3,3,1,3,3
1153,4,3,1,3,3
1154,5,3,1,3,3
1155,6,3,1,3,3
1156,7,3,1,3,3
1157,8,3,1,3,3
1158,9,3,1,3,3
1159,10,3,1,3,3
1160,1,3,2,3,3
1161,2,3,2,3,3
1162,3,3,2,3,3
1163,4,3,2,3,3
1164,5,3,2,3,3
1165,6,3,2,3,3
1166,7,3,2,3,3
1167,8,3,2,3,3
1168,9,3,2,3,3
1169,10,3,2,3,3
1170,1,3,3,3,3
1171,2,3,3,3,3
1172,3,3,3,3,3
1173,4,3,3,3,3
1174,5,3,3,3,3
1175,6,3,3,3,3
1176,7,3,3,3,3
1177,8,3,3,3,3
1178,9,3,3,3,3
1179,10,3,3,3,3
1180,1,3,4,3,3
1181,2,3,4,3,3
1182,3,3,4,3,3
1183,4,3,4,3,3
1184,5,3,4,3,3
1185,6,3,4,3,3
1186,7,3,4,3,3
1187,8,3,4,3,3
1188,9,3,4,3,3
1189,10,3,4,3,3
1190,1,3,5,3,3
1191,2,3,5,3,3
1192,3,3,5,3,3
1193,4,3,5,3,3
1194,5,3,5,3,3
1195,6,3,5,3,3
1196,7,3,5,3,3
1197,8,3,5,3,3
1198,9,3,5,3,3
1199,10,3,5,3,3
1200,1,1,1,3,4
1201,2,1,1,3,4
1202,3,1,1,3,4
1203,4,1,1,3,4
1204,5,1,1,3,4
1205,6,1,1,3,4
1206,7,1,1,3,4
1207,8,1,1,3,4
1208,9,1,1,3,4
1209,10,1,1,3,4
1210,1,1,2,3,4
1211,2,1,2,3,4
1212,3,1,2,3,4
1213,4,1,2,3,4
1214,5,1,2,3,4
1215,6,1,2,3,4
1216,7,1,2,3,4
1217,8,1,2,3,4
1218,9,1,2,3,4
1219,10,1,2,3,4
1220,1,1,3,3,4
1221,2,1,3,3,4
1222,3,1,3,3,4
1223,4,1,3,3,4
1224,5,1,3,3,4
1225,6,1,3,3,4
1226,7,1,3,3,4
1227,8,1,3,3,4
1228,9,1,3,3,4
1229,10,1,3,3,4
1230,1,1,4,3,4
1231,2,1,4,3,4
1232,3,1,4,3,4
1233,4,1,4,3,4
1234,5,1,4,3,4
1235,6,1,4,3,4
1236,7,1,4,3,4
1237,8,1,4,3,4
1238,9,1,4,3,4
1239,10,1,4,3,4
1240,1,1,5,3,4
1241,2,1,5,3,4
1242,3,1,5,3,4
1243,4,1,5,3,4
1244,5,1,5,3,4
1245,6,1,5,3,4
1246,7,1,5,3,4
1247,8,1,5,3,4
1248,9,1,5,3,4
1249,10,1,5,3,4
1250,1,2,1,3,4
1251,2,2,1,3,4
1252,3,2,1,3,4
1253,4,2,1,3,4
1254,5,2,1,3,4
1255,6,2,1,3,4
1256,7,2,1,3,4
1257,8,2,1,3,4
1258,9,2,1,3,4
1259,10,2,1,3,4
1260,1,2,2,3,4
1261,2,2,2,3,4
1262,3,2,2,3,4
1263,4,2,2,3,4
1264,5,2,2,3,4
1265,6,2,2,3,4
1266,7,2,2,3,4
1267,8,2,2,3,4
1268,9,2,2,3,4
1269,10,2,2,3,4
1270,1,2,3,3,4
1271,2,2,3,3,4
1272,3,2,3,3,4
1273,4,2,3,3,4
1274,5,2,3,3,4
1275,6,2,3,3,4
1276,7,2,3,3,4
1277,8,2,3,3,4
1278,9,2,3,3,4
1279,10,2,3,3,4
1280,1,2,4,3,4
1281,2,2,4,3,4
1282,3,2,4,3,4
1283,4,2,4,3,4
1284,5,2,4,3,4
1285,6,2,4,3,4
1286,7,2,4,3,4
1287,8,2,4,3,4
1288,9,2,4,3,4
1289,10,2,4,3,4
1290,1,2,5,3,4
1291,2,2,5,3,4
1292,3,2,5,3,4
1293,4,2,5,3,4
1294,5,2,5,3,4
1295,6,2,5,3,4
1296,7,2,5,3,4
1297,8,2,5,3,4
1298,9,2,5,3,4
1299,10,2,5,3,4
1300,1,3,1,3,4
1301,2,3,1,3,4
1302,3,3,1,3,4
1303,4,3,1,3,4
1304,5,3,1,3,4
1305,6,3,1,3,4
1306,7,3,1,3,4
1307,8,3,1,3,4
1308,9,3,1,3,4
1309,10,3,1,3,4
1310,1,3,2,3,4
1311,2,3,2,3,4
1312,3,3,2,3,4
1313,4,3,2,3,4
1314,5,3,2,3,4
1315,6,3,2,3,4
1316,7,3,2,3,4
1317,8,3,2,3,4
1318,9,3,2,3,4
1319,10,3,2,3,4
1320,1,3,3,3,4
1321,2,3,3,3,4
1322,3,3,3,3,4
1323,4,3,3,3,4
1324,5,3,3,3,4
1325,6,3,3,3,4
1326,7,3,3,3,4
1327,8,3,3,3,4
1328,9,3,3,3,4
1329,10,3,3,3,4
1330,1,3,4,3,4
1331,2,3,4,3,4
1332,3,3,4,3,4
1333,4,3,4,3,4
1334,5,3,4,3,4
1335,6,3,4,3,4
1336,7,3,4,3,4
1337,8,3,4,3,4
1338,9,3,4,3,4
1339,10,3,4,3,4
1340,1,3,5,3,4
1341,2,3,5,3,4
1342,3,3,5,3,4
1343,4,3,5,3,4
1344,5,3,5,3,4
1345,6,3,5,3,4
1346,7,3,5,3,4
1347,8,3,5,3,4
1348,9,3,5,3,4
1349,10,3,5,3,4
1350,1,1,1,4,1
1351,2,1,1,4,1
1352,3,1,1,4,1
1353,4,1,1,4,1
1354,5,1,1,4,1
1355,6,1,1,4,1
1356,7,1,1,4,1
1357,8,1,1,4,1
1358,9,1,1,4,1
1359,10,1,1,4,1
1360,1,1,2,4,1
1361,2,1,2,4,1
1362,3,1,2,4,1
1363,4,1,2,4,1
1364,5,1,2,4,1
1365,6,1,2,4,1
1366,7,1,2,4,1
1367,8,1,2,4,1
1368,9,1,2,4,1
1369,10,1,2,4,1
1370,1,1,3,4,1
1371,2,1,3,4,1
1372,3,1,3,4,1
1373,4,1,3,4,1
1374,5,1,3,4,1
1375,6,1,3,4,1
1376,7,1,3,4,1
1377,8,1,3,4,1
1378,9,1,3,4,1
1379,10,1,3,4,1
1380,1,1,4,4,1
1381,2,1,4,4,1
1382,3,1,4,4,1
1383,4,1,4,4,1
1384,5,1,4,4,1
1385,6,1,4,4,1
1386,7,1,4,4,1
1387,8,1,4,4,1
1388,9,1,4,4,1
1389,10,1,4,4,1
1390,1,1,5,4,1
1391,2,1,5,4,1
1392,3,1,5,4,1
1393,4,1,5,4,1
1394,5,1,5,4,1
1395,6,1,5,4,1
1396,7,1,5,4,1
1397,8,1,5,4,1
1398,9,1,5,4,1
1399,10,1,5,4,1
1400,1,2,1,4,1
1401,2,2,1,4,1
1402,3,2,1,4,1
1403,4,2,1,4,1
1404,5,2,1,4,1
1405,6,2,1,4,1
1406,7,2,1,4,1
1407,8,2,1,4,1
1408,9,2,1,4,1
1409,10,2,1,4,1
1410,1,2,2,4,1
1411,2,2,2,4,1
1412,3,2,2,4,1
1413,4,2,2,4,1
1414,5,2,2,4,1
1415,6,2,2,4,1
1416,7,2,2,4,1
1417,8,2,2,4,1
1418,9,2,2,4,1
1419,10,2,2,4,1
1420,1,2,3,4,1
1421,2,2,3,4,1
1422,3,2,3,4,1
1423,4,2,3,4,1
1424,5,2,3,4,1
1425,6,2,3,4,1
1426,7,2,3,4,1
1427,8,2,3,4,1
1428,9,2,3,4,1
1429,10,2,3,4,1
1430,1,2,4,4,1
1431,2,2,4,4,1
1432,3,2,4,4,1
1433,4,2,4,4,1
1434,5,2,4,4,1
1435,6,2,4,4,1
1436,7,2,4,4,1
1437,8,2,4,4,1
1438,9,2,4,4,1
1439,10,2,4,4,1
1440,1,2,5,4,1
1441,2,2,5,4,1
1442,3,2,5,4,1
1443,4,2,5,4,1
1444,5,2,5,4,1
1445,6,2,5,4,1
1446,7,2,5,4,1
1447,8,2,5,4,1
1448,9,2,5,4,1
1449,10,2,5,4,1
1450,1,3,1,4,1
1451,2,3,1,4,1
1452,3,3,1,4,1
1453,4,3,1,4,1
1454,5,3,1,4,1
1455,6,3,1,4,1
1456,7,3,1,4,1
1457,8,3,1,4,1
1458,9,3,1,4,1
1459,10,3,1,4,1
1460,1,3,2,4,1
1461,2,3,2,4,1
1462,3,3,2,4,1
1463,4,3,2,4,1
1464,5,3,2,4,1
1465,6,3,2,4,1
1466,7,3,2,4,1
1467,8,3,2,4,1
1468,9,3,2,4,1
1469,10,3,2,4,1
1470,1,3,3,4,1
1471,2,3,3,4,1
1472,3,3,3,4,1
1473,4,3,3,4,1
1474,5,3,3,4,1
1475,6,3,3,4,1
1476,7,3,3,4,1
1477,8,3,3,4,1
1478,9,3,3,4,1
1479,10,3,3,4,1
1480,1,3,4,4,1
1481,2,3,4,4,1
1482,3,3,4,4,1
1483,4,3,4,4,1
1484,5,3,4,4,1
1485,6,3,4,4,1
1486,7,3,4,4,1
1487,8,3,4,4,1
1488,9,3,4,4,1
1489,10,3,4,4,1
1490,1,3,5,4,1
1491,2,3,5,4,1
1492,3,3,5,4,1
1493,4,3,5,4,1
1494,5,3,5,4,1
1495,6,3,5,4,1
1496,7,3,5,4,1
1497,8,3,5,4,1
1498,9,3,5,4,1
1499,10,3,5,4,1
1500,1,1,1,4,2
1501,2,1,1,4,2
1502,3,1,1,4,2
1503,4,1,1,4,2
1504,5,1,1,4,2
1505,6,1,1,4,2
1506,7,1,1,4,2
1507,8,1,1,4,2
1508,9,1,1,4,2
1509,10,1,1,4,2
1510,1,1,2,4,2
1511,2,1,2,4,2
1512,3,1,2,4,2
1513,4,1,2,4,2
1514,5,1,2,4,2
1515,6,1,2,4,2
1516,7,1,2,4,2
1517,8,1,2,4,2
1518,9,1,2,4,2
1519,10,1,2,4,2
1520,1,1,3,4,2
1521,2,1,3,4,2
1522,3,1,3,4,2
1523,4,1,3,4,2
1524,5,1,3,4,2
1525,6,1,3,4,2
1526,7,1,3,4,2
1527,8,1,3,4,2
1528,9,1,3,4,2
1529,10,1,3,4,2
1530,1,1,4,4,2
1531,2,1,4,4,2
1532,3,1,4,4,2
1533,4,1,4,4,2
1534,5,1,4,4,2
1535,6,1,4,4,2
1536,7,1,4,4,2
1537,8,1,4,4,2
1538,9,1,4,4,2
1539,10,1,4,4,2
1540,1,1,5,4,2
1541,2,1,5,4,2
1542,3,1,5,4,2
1543,4,1,5,4,2
1544,5,1,5,4,2
1545,6,1,5,4,2
1546,7,1,5,4,2
1547,8,1,5,4,2
1548,9,1,5,4,2
1549,10,1,5,4,2
1550,1,2,1,4,2
1551,2,2,1,4,2
1552,3,2,1,4,2
1553,4,2,1,4,2
1554,5,2,1,4,2
1555,6,2,1,4,2
1556,7,2,1,4,2
1557,8,2,1,4,2
1558,9,2,1,4,2
1559,10,2,1,4,2
1560,1,2,2,4,2
1561,2,2,2,4,2
1562,3,2,2,4,2
1563,4,2,2,4,2
1564,5,2,2,4,2
1565,6,2,2,4,2
1566,7,2,2,4,2
1567,8,2,2,4,2
1568,9,2,2,4,2
1569,10,2,2,4,2
1570,1,2,3,4,2
1571,2,2,3,4,2
1572,3,2,3,4,2
1573,4,2,3,4,2
1574,5,2,3,4,2
1575,6,2,3,4,2
1576,7,2,3,4,2
1577,8,2,3,4,2
1578,9,2,3,4,2
1579,10,2,3,4,2
1580,1,2,4,4,2
1581,2,2,4,4,2
1582,3,2,4,4,2
1583,4,2,4,4,2
1584,5,2,4,4,2
1585,6,2,4,4,2
1586,7,2,4,4,2
1587,8,2,4,4,2
1588,9,2,4,4,2
1589,10,2,4,4,2
1590,1,2,5,4,2
1591,2,2,5,4,2
1592,3,2,5,4,2
1593,4,2,5,4,2
1594,5,2,5,4,2
1595,6,2,5,4,2
1596,7,2,5,4,2
1597,8,2,5,4,2
1598,9,2,5,4,2
1599,10,2,5,4,2
1600,1,3,1,4,2
1601,2,3,1,4,2
1602,3,3,1,4,2
1603,4,3,1,4,2
1604,5,3,1,4,2
1605,6,3,1,4,2
1606,7,3,1,4,2
1607,8,3,1,4,2
1608,9,3,1,4,2
1609,10,3,1,4,2
1610,1,3,2,4,2
1611,2,3,2,4,2
1612,3,3,2,4,2
1613,4,3,2,4,2
1614,5,3,2,4,2
1615,6,3,2,4,2
1616,7,3,2,4,2
1617,8,3,2,4,2
1618,9,3,2,4,2
1619,10,3,2,4,2
1620,1,3,3,4,2
1621,2,3,3,4,2
1622,3,3,3,4,2
1623,4,3,3,4,2
1624,5,3,3,4,2
1625,6,3,3,4,2
1626,7,3,3,4,2
1627,8,3,3,4,2
1628,9,3,3,4,2
1629,10,3,3,4,2
1630,1,3,4,4,2
1631,2,3,4,4,2
1632,3,3,4,4,2
1633,4,3,4,4,2
1634,5,3,4,4,2
1635,6,3,4,4,2
1636,7,3,4,4,2
1637,8,3,4,4,2
1638,9,3,4,4,2
1639,10,3,4,4,2
1640,1,3,5,4,2
1641,2,3,5,4,2
1642,3,3,5,4,2
1643,4,3,5,4,2
1644,5,3,5,4,2
1645,6,3,5,4,2
1646,7,3,5,4,2
1647,8,3,5,4,2
1648,9,3,5,4,2
1649,10,3,5,4,2
1650,1,1,1,4,3
1651,2,1,1,4,3
1652,3,1,1,4,3
1653,4,1,1,4,3
1654,5,1,1,4,3
1655,6,1,1,4,3
1656,7,1,1,4,3
1657,8,1,1,4,3
1658,9,1,1,4,3
1659,10,1,1,4,3
1660,1,1,2,4,3
1661,2,1,2,4,3
1662,3,1,2,4,3
1663,4,1,2,4,3
1664,5,1,2,4,3
1665,6,1,2,4,3
1666,7,1,2,4,3
1667,8,1,2,4,3
1668,9,1,2,4,3
1669,10,1,2,4,3
1670,1,1,3,4,3
1671,2,1,3,4,3
1672,3,1,3,4,3
1673,4,1,3,4,3
1674,5,1,3,4,3
1675,6,1,3,4,3
1676,7,1,3,4,3
1677,8,1,3,4,3
1678,9,1,3,4,3
1679,10,1,3,4,3
1680,1,1,4,4,3
1681,2,1,4,4,3
1682,3,1,4,4,3
1683,4,1,4,4,3
1684,5,1,4,4,3
1685,6,1,4,4,3
1686,7,1,4,4,3
1687,8,1,4,4,3
1688,9,1,4,4,3
1689,10,1,4,4,3
1690,1,1,5,4,3
1691,2,1,5,4,3
1692,3,1,5,4,3
1693,4,1,5,4,3
1694,5,1,5,4,3
1695,6,1,5,4,3
1696,7,1,5,4,3
1697,8,1,5,4,3
1698,9,1,5,4,3
1699,10,1,5,4,3
1700,1,2,1,4,3
1701,2,2,1,4,3
1702,3,2,1,4,3
1703,4,2,1,4,3
1704,5,2,1,4,3
1705,6,2,1,4,3
1706,7,2,1,4,3
1707,8,2,1,4,3
1708,9,2,1,4,3
1709,10,2,1,4,3
1710,1,2,2,4,3
1711,2,2,2,4,3
1712,3,2,2,4,3
1713,4,2,2,4,3
1714,5,2,2,4,3
1715,6,2,2,4,3
1716,7,2,2,4,3
1717,8,2,2,4,3
1718,9,2,2,4,3
1719,10,2,2,4,3
1720,1,2,3,4,3
1721,2,2,3,4,3
1722,3,2,3,4,3
1723,4,2,3,4,3
1724,5,2,3,4,3
1725,6,2,3,4,3
1726,7,2,3,4,3
1727,8,2,3,4,3
1728,9,2,3,4,3
1729,10,2,3,4,3
1730,1,2,4,4,3
1731,2,2,4,4,3
1732,3,2,4,4,3
1733,4,2,4,4,3
1734,5,2,4,4,3
1735,6,2,4,4,3
1736,7,2,4,4,3
1737,8,2,4,4,3
1738,9,2,4,4,3
1739,10,2,4,4,3
1740,1,2,5,4,3
1741,2,2,5,4,3
1742,3,2,5,4,3
1743,4,2,5,4,3
1744,5,2,5,4,3
1745,6,2,5,4,3
1746,7,2,5,4,3
1747,8,2,5,4,3
1748,9,2,5,4,3
1749,10,2,5,4,3
1750,1,3,1,4,3
1751,2,3,1,4,3
1752,3,3,1,4,3
1753,4,3,1,4,3
1754,5,3,1,4,3
1755,6,3,1,4,3
1756,7,3,1,4,3
1757,8,3,1,4,3
1758,9,3,1,4,3
1759,10,3,1,4,3
1760,1,3,2,4,3
1761,2,3,2,4,3
1762,3,3,2,4,3
1763,4,3,2,4,3
1764,5,3,2,4,3
1765,6,3,2,4,3
1766,7,3,2,4,3
1767,8,3,2,4,3
1768,9,3,2,4,3
1769,10,3,2,4,3
1770,1,3,3,4,3
1771,2,3,3,4,3
1772,3,3,3,4,3
1773,4,3,3,4,3
1774,5,3,3,4,3
1775,6,3,3,4,3
1776,7,3,3,4,3
1777,8,3,3,4,3
1778,9,3,3,4,3
1779,10,3,3,4,3
1780,1,3,4,4,3
1781,2,3,4,4,3
1782,3,3,4,4,3
1783,4,3,4,4,3
1784,5,3,4,4,3
1785,6,3,4,4,3
1786,7,3,4,4,3
1787,8,3,4,4,3
1788,9,3,4,4,3
1789,10,3,4,4,3
1790,1,3,5,4,3
1791,2,3,5,4,3
1792,3,3,5,4,3
1793,4,3,5,4,3
1794,5,3,5,4,3
1795,6,3,5,4,3
1796,7,3,5,4,3
1797,8,3,5,4,3
1798,9,3,5,4,3
1799,10,3,5,4,3
1800,1,1,1,4,4
1801,2,1,1,4,4
1802,3,1,1,4,4
1803,4,1,1,4,4
1804,5,1,1,4,4
1805,6,1,1,4,4
1806,7,1,1,4,4
1807,8,1,1,4,4
1808,9,1,1,4,4
1809,10,1,1,4,4
1810,1,1,2,4,4
1811,2,1,2,4,4
1812,3,1,2,4,4
1813,4,1,2,4,4
1814,5,1,2,4,4
1815,6,1,2,4,4
1816,7,1,2,4,4
1817,8,1,2,4,4
1818,9,1,2,4,4
1819,10,1,2,4,4
1820,1,1,3,4,4
1821,2,1,3,4,4
1822,3,1,3,4,4
1823,4,1,3,4,4
1824,5,1,3,4,4
1825,6,1,3,4,4
1826,7,1,3,4,4
1827,8,1,3,4,4
1828,9,1,3,4,4
1829,10,1,3,4,4
1830,1,1,4,4,4
1831,2,1,4,4,4
1832,3,1,4,4,4
1833,4,1,4,4,4
1834,5,1,4,4,4
1835,6,1,4,4,4
1836,7,1,4,4,4
1837,8,1,4,4,4
1838,9,1,4,4,4
1839,10,1,4,4,4
1840,1,1,5,4,4
1841,2,1,5,4,4
1842,3,1,5,4,4
1843,4,1,5,4,4
1844,5,1,5,4,4
1845,6,1,5,4,4
1846,7,1,5,4,4
1847,8,1,5,4,4
1848,9,1,5,4,4
1849,10,1,5,4,4
1850,1,2,1,4,4
1851,2,2,1,4,4
1852,3,2,1,4,4
1853,4,2,1,4,4
1854,5,2,1,4,4
1855,6,2,1,4,4
1856,7,2,1,4,4
1857,8,2,1,4,4
1858,9,2,1,4,4
1859,10,2,1,4,4
1860,1,2,2,4,4
1861,2,2,2,4,4
1862,3,2,2,4,4
1863,4,2,2,4,4
1864,5,2,2,4,4
1865,6,2,2,4,4
1866,7,2,2,4,4
1867,8,2,2,4,4
1868,9,2,2,4,4
1869,10,2,2,4,4
1870,1,2,3,4,4
1871,2,2,3,4,4
1872,3,2,3,4,4
1873,4,2,3,4,4
1874,5,2,3,4,4
1875,6,2,3,4,4
1876,7,2,3,4,4
1877,8,2,3,4,4
1878,9,2,3,4,4
1879,10,2,3,4,4
1880,1,2,4,4,4
1881,2,2,4,4,4
1882,3,2,4,4,4
1883,4,2,4,4,4
1884,5,2,4,4,4
1885,6,2,4,4,4
1886,7,2,4,4,4
1887,8,2,4,4,4
1888,9,2,4,4,4
1889,10,2,4,4,4
1890,1,2,5,4,4
1891,2,2,5,4,4
1892,3,2,5,4,4
1893,4,2,5,4,4
1894,5,2,5,4,4
1895,6,2,5,4,4
1896,7,2,5,4,4
1897,8,2,5,4,4
1898,9,2,5,4,4
1899,10,2,5,4,4
1900,1,3,1,4,4
1901,2,3,1,4,4
1902,3,3,1,4,4
1903,4,3,1,4,4
1904,5,3,1,4,4
1905,6,3,1,4,4
1906,7,3,1,4,4
1907,8,3,1,4,4
1908,9,3,1,4,4
1909,10,3,1,4,4
1910,1,3,2,4,4
1911,2,3,2,4,4
1912,3,3,2,4,4
1913,4,3,2,4,4
1914,5,3,2,4,4
1915,6,3,2,4,4
1916,7,3,2,4,4
1917,8,3,2,4,4
1918,9,3,2,4,4
1919,10,3,2,4,4
1920,1,3,3,4,4
1921,2,3,3,4,4
1922,3,3,3,4,4
1923,4,3,3,4,4
1924,5,3,3,4,4
1925,6,3,3,4,4
1926,7,3,3,4,4
1927,8,3,3,4,4
1928,9,3,3,4,4
1929,10,3,3,4,4
1930,1,3,4,4,4
1931,2,3,4,4,4
1932,3,3,4,4,4
1933,4,3,4,4,4
1934,5,3,4,4,4
1935,6,3,4,4,4
1936,7,3,4,4,4
1937,8,3,4,4,4
1938,9,3,4,4,4
1939,10,3,4,4,4
1940,1,3,5,4,4
1941,2,3,5,4,4
1942,3,3,5,4,4
1943,4,3,5,4,4
1944,5,3,5,4,4
1945,6,3,5,4,4
1946,7,3,5,4,4
1947,8,3,5,4,4
1948,9,3,5,4,4
1949,10,3,5,4,4
1950,1,1,1,5,1
1951,2,1,1,5,1
1952,3,1,1,5,1
1953,4,1,1,5,1
1954,5,1,1,5,1
1955,6,1,1,5,1
1956,7,1,1,5,1
1957,8,1,1,5,1
1958,9,1,1,5,1
1959,10,1,1,5,1
1960,1,1,2,5,1
1961,2,1,2,5,1
1962,3,1,2,5,1
1963,4,1,2,5,1
1964,5,1,2,5,1
1965,6,1,2,5,1
1966,7,1,2,5,1
1967,8,1,2,5,1
1968,9,1,2,5,1
1969,10,1,2,5,1
1970,1,1,3,5,1
1971,2,1,3,5,1
1972,3,1,3,5,1
1973,4,1,3,5,1
1974,5,1,3,5,1
1975,6,1,3,5,1
1976,7,1,3,5,1
1977,8,1,3,5,1
1978,9,1,3,5,1
1979,10,1,3,5,1
1980,1,1,4,5,1
1981,2,1,4,5,1
1982,3,1,4,5,1
1983,4,1,4,5,1
1984,5,1,4,5,1
1985,6,1,4,5,1
1986,7,1,4,5,1
1987,8,1,4,5,1
1988,9,1,4,5,1
1989,10,1,4,5,1
1990,1,1,5,5,1
1991,2,1,5,5,1
1992,3,1,5,5,1
1993,4,1,5,5,1
1994,5,1,5,5,1
1995,6,1,5,5,1
1996,7,1,5,5,1
1997,8,1,5,5,1
1998,9,1,5,5,1
1999,10,1,5,5,1
2000,1,2,1,5,1
2001,2,2,1,5,1
2002,3,2,1,5,1
2003,4,2,1,5,1
2004,5,2,1,5,1
2005,6,2,1,5,1
2006,7,2,1,5,1
2007,8,2,1,5,1
2008,9,2,1,5,1
2009,10,2,1,5,1
2010,1,2,2,5,1
2011,2,2,2,5,1
2012,3,2,2,5,1
2013,4,2,2,5,1
2014,5,2,2,5,1
2015,6,2,2,5,1
2016,7,2,2,5,1
2017,8,2,2,5,1
2018,9,2,2,5,1
2019,10,2,2,5,1
2020,1,2,3,5,1
2021,2,2,3,5,1
2022,3,2,3,5,1
2023,4,2,3,5,1
2024,5,2,3,5,1
2025,6,2,3,5,1
2026,7,2,3,5,1
2027,8,2,3,5,1
2028,9,2,3,5,1
2029,10,2,3,5,1
2030,1,2,4,5,1
2031,2,2,4,5,1
2032,3,2,4,5,1
2033,4,2,4,5,1
2034,5,2,4,5,1
2035,6,2,4,5,1
2036,7,2,4,5,1
2037,8,2,4,5,1
2038,9,2,4,5,1
2039,10,2,4,5,1
2040,1,2,5,5,1
2041,2,2,5,5,1
2042,3,2,5,5,1
2043,4,2,5,5,1
2044,5,2,5,5,1
2045,6,2,5,5,1
2046,7,2,5,5,1
2047,8,2,5,5,1
2048,9,2,5,5,1
2049,10,2,5,5,1
2050,1,3,1,5,1
2051,2,3,1,5,1
2052,3,3,1,5,1
2053,4,3,1,5,1
2054,5,3,1,5,1
2055,6,3,1,5,1
2056,7,3,1,5,1
2057,8,3,1,5,1
2058,9,3,1,5,1
2059,10,3,1,5,1
2060,1,3,2,5,1
2061,2,3,2,5,1
2062,3,3,2,5,1
2063,4,3,2,5,1
2064,5,3,2,5,1
2065,6,3,2,5,1
2066,7,3,2,5,1
2067,8,3,2,5,1
2068,9,3,2,5,1
2069,10,3,2,5,1
2070,1,3,3,5,1
2071,2,3,3,5,1
2072,3,3,3,5,1
2073,4,3,3,5,1
2074,5,3,3,5,1
2075,6,3,3,5,1
2076,7,3,3,5,1
2077,8,3,3,5,1
2078,9,3,3,5,1
2079,10,3,3,5,1
2080,1,3,4,5,1
2081,2,3,4,5,1
2082,3,3,4,5,1
2083,4,3,4,5,1
2084,5,3,4,5,1
2085,6,3,4,5,1
2086,7,3,4,5,1
2087,8,3,4,5,1
2088,9,3,4,5,1
2089,10,3,4,5,1
2090,1,3,5,5,1
2091,2,3,5,5,1
2092,3,3,5,5,1
2093,4,3,5,5,1
2094,5,3,5,5,1
2095,6,3,5,5,1
2096,7,3,5,5,1
2097,8,3,5,5,1
2098,9,3,5,5,1
2099,10,3,5,5,1
2100,1,1,1,5,2
2101,2,1,1,5,2
2102,3,1,1,5,2
2103,4,1,1,5,2
2104,5,1,1,5,2
2105,6,1,1,5,2
2106,7,1,1,5,2
2107,8,1,1,5,2
2108,9,1,1,5,2
2109,10,1,1,5,2
2110,1,1,2,5,2
2111,2,1,2,5,2
2112,3,1,2,5,2
2113,4,1,2,5,2
2114,5,1,2,5,2
2115,6,1,2,5,2
2116,7,1,2,5,2
2117,8,1,2,5,2
2118,9,1,2,5,2
2119,10,1,2,5,2
2120,1,1,3,5,2
2121,2,1,3,5,2
2122,3,1,3,5,2
2123,4,1,3,5,2
2124,5,1,3,5,2
2125,6,1,3,5,2
2126,7,1,3,5,2
2127,8,1,3,5,2
2128,9,1,3,5,2
2129,10,1,3,5,2
2130,1,1,4,5,2
2131,2,1,4,5,2
2132,3,1,4,5,2
2133,4,1,4,5,2
2134,5,1,4,5,2
2135,6,1,4,5,2
2136,7,1,4,5,2
2137,8,1,4,5,2
2138,9,1,4,5,2
2139,10,1,4,5,2
2140,1,1,5,5,2
2141,2,1,5,5,2
2142,3,1,5,5,2
2143,4,1,5,5,2
2144,5,1,5,5,2
2145,6,1,5,5,2
2146,7,1,5,5,2
2147,8,1,5,5,2
2148,9,1,5,5,2
2149,10,1,5,5,2
2150,1,2,1,5,2
2151,2,2,1,5,2
2152,3,2,1,5,2
2153,4,2,1,5,2
2154,5,2,1,5,2
2155,6,2,1,5,2
2156,7,2,1,5,2
2157,8,2,1,5,2
2158,9,2,1,5,2
2159,10,2,1,5,2
2160,1,2,2,5,2
2161,2,2,2,5,2
2162,3,2,2,5,2
2163,4,2,2,5,2
2164,5,2,2,5,2
2165,6,2,2,5,2
2166,7,2,2,5,2
2167,8,2,2,5,2
2168,9,2,2,5,2
2169,10,2,2,5,2
2170,1,2,3,5,2
2171,2,2,3,5,2
2172,3,2,3,5,2
2173,4,2,3,5,2
2174,5,2,3,5,2
2175,6,2,3,5,2
2176,7,2,3,5,2
2177,8,2,3,5,2
2178,9,2,3,5,2
2179,10,2,3,5,2
2180,1,2,4,5,2
2181,2,2,4,5,2
2182,3,2,4,5,2
2183,4,2,4,5,2
2184,5,2,4,5,2
2185,6,2,4,5,2
2186,7,2,4,5,2
2187,8,2,4,5,2
2188,9,2,4,5,2
2189,10,2,4,5,2
2190,1,2,5,5,2
2191,2,2,5,5,2
2192,3,2,5,5,2
2193,4,2,5,5,2
2194,5,2,5,5,2
2195,6,2,5,5,2
2196,7,2,5,5,2
2197,8,2,5,5,2
2198,9,2,5,5,2
2199,10,2,5,5,2
2200,1,3,1,5,2
2201,2,3,1,5,2
2202,3,3,1,5,2
2203,4,3,1,5,2
2204,5,3,1,5,2
2205,6,3,1,5,2
2206,7,3,1,5,2
2207,8,3,1,5,2
2208,9,3,1,5,2
2209,10,3,1,5,2
2210,1,3,2,5,2
2211,2,3,2,5,2
2212,3,3,2,5,2
2213,4,3,2,5,2
2214,5,3,2,5,2
2215,6,3,2,5,2
2216,7,3,2,5,2
2217,8,3,2,5,2
2218,9,3,2,5,2
2219,10,3,2,5,2
2220,1,3,3,5,2
2221,2,3,3,5,2
2222,3,3,3,5,2
2223,4,3,3,5,2
2224,5,3,3,5,2
